id,ReportType,CurrentStatus,Description,DateCreate_Converted,DateClosed_Converted,location,YEAR
"108,660",Homeless,Closed,Personal belongings that have in this spot for more than one week,5/4/14 11:28,2/1/18 16:21,"(21.270605285, -157.822168142)",2014
"108,550",Homeless,Closed,This cart has been sitting here for 3 days now .,5/2/14 16:30,2/1/18 16:22,"(21.271271, -157.822678)",2014
"108,542",Homeless,Closed,This individual has been building a collection of items for the past week on the corner of Kalakaua and Kapahulu,5/2/14 14:07,2/1/18 16:22,"(21.271587336, -157.822717107)",2014
"107,976",Homeless,Closed,Actual location 1145 bishop st,4/28/14 11:16,2/1/18 16:22,"(21.309746, -157.860016)",2014
"107,975",Homeless,Closed,Actual location 1145 bishop st,4/28/14 11:16,2/1/18 16:22,"(21.309746, -157.860016)",2014
"107,735",Homeless,Closed,"Oversized construction truck parks on residential driveway daily, blocking sidewalk access. Addrrss is 95-1101 Melekomo Street, 96789,",,,,1899
"107,480",Homeless,Closed,There are four abondoned shopping carts on hotel street in front of aloha graphics near corner of bethel. Can someone please grab them? Bad for business.,4/23/14 10:21,2/1/18 16:23,"(21.310326, -157.861633)",2014
"107,243",Homeless,Closed,"Hi, this woman, along with anout three or four shopping carts out of frame, has been living at this bus stop for the past week and a half. You cant sit on the bench to wait for bus.",4/21/14 14:52,2/1/18 16:24,"(21.311991, -157.860321)",2014
"106,908",Homeless,Closed,Homeless structures on Sidewalk!,4/17/14 15:34,2/1/18 16:25,"(21.297955, -157.838562)",2014
"106,866",Homeless,Closed,Rubbish on sidewalk,4/17/14 7:59,2/1/18 16:25,"(21.32399926, -157.88951764)",2014
"105,976",Homeless,Closed,"Rent free, Trash every where, beautiful ocean view... Livin' the life!!!",4/8/14 10:44,2/2/18 8:44,"(21.366743, -158.135178)",2014
"105,631",Homeless,Closed,Stored property on the Makai/Ewa corner at Vineyard/Nuuanu.,4/4/14 13:42,2/2/18 8:44,"(21.314417, -157.857941)",2014
"105,441",Homeless,Closed,There have been 5 shopping carts left on the corner of vineyard and nuuanu. Can someone please come pick em up? Thanks!,4/2/14 15:56,2/2/18 8:45,"(21.314405, -157.857895)",2014
"105,185",Homeless,Closed,This is getting risiculous. We have a major problem of people camping here at smith beretannia park. Please help us.,3/31/14 10:28,2/2/18 8:45,"(21.311794, -157.861435)",2014
"104,704",Homeless,Closed,There are a number of people setting up camp/storing property along the fenceline at Smith/Beretania Park fronting Pauahi Street.,3/26/14 16:42,12/6/17 9:19,"(21.311556, -157.861328)",2014
"104,646",Homeless,Closed,Homeless people are camping on the sidewalk in front of smith beretania park.,3/26/14 10:19,12/6/17 9:19,"(21.311899, -157.861511)",2014
"104,321",Homeless,Closed,Homeless woman Christine has been at this location for at least two years. Her clothing is ripped and exposes her back side when she stands. It reeks of a sewer when you walk past area on sidewalk. Why is she allowed to stay here. It is unsightly and un,3/23/14 9:09,2/2/18 8:46,"(21.273277275, -157.823670133)",2014
"104,276",Homeless,Closed,"Traffic cones left in road every day to reserve parking for adjacent home at 618 Panui St, Liliha 96817",3/22/14 16:51,2/2/18 8:46,"(21.31842, -157.865829)",2014
"103,928",Homeless,Closed,Never goes away,3/18/14 17:19,2/2/18 8:46,"(21.288089324, -157.840144463)",2014
"103,761",Homeless,Closed,Fronting discovery bay condominiumMcdonalds at hobronEarly am on kalakaua ave at the ewa Bound bus stop,3/17/14 10:41,2/2/18 8:46,"(21.285418, -157.838516)",2014
"103,344",Homeless,Closed,Back to where he wasShopping cart cant do anything about Him sleeping but the cart can goHes their or nearby from 10 pm On or near macys somewhere between macys and kaiulani on tne Mauka side of kalakaua avenueCan city and county inform me of how many sw,3/12/14 23:25,2/2/18 8:47,"(21.277054, -157.826599)",2014
"103,305",Homeless,Closed,Deserted shopping carts need removal at 1145 Bishop st.,3/12/14 11:17,2/2/18 8:47,"(21.310188, -157.85965)",2014
"103,275",Homeless,Closed,Cart left for several days in area,3/12/14 7:37,2/2/18 8:47,"(21.30452, -157.860229)",2014
"103,031",Homeless,Closed,Himeless creating unsanitary apearance with rubbish everywhere in the park. Mit a nice place to come and relax or bring your children.,3/10/14 9:53,2/2/18 8:47,"(21.302826, -157.849747)",2014
"102,829",Homeless,Closed,Attached to the sewage pump stationA campAlso tons of graffiti all over the bldgs And walls throughout the entire parking lot area including the trailer on site used by the city on the sewerProjectIs this trailer in use?,3/7/14 9:53,2/2/18 8:47,"(21.282282, -157.829895)",2014
"102,827",Homeless,Closed,Fronting Wok Ki KiAt the ewa bound city bus stopRamada inn hotel1800 block ala moana blvd,3/7/14 9:47,2/2/18 8:47,"(21.284801, -157.836517)",2014
"102,726",Homeless,Closed,Abandoned bike for 5 days,3/6/14 8:35,2/2/18 8:48,"(21.276535, -157.823273)",2014
"102,648",Homeless,Closed,Yelling screaming-drug use-24hr camping,3/5/14 12:56,2/2/18 8:48,"(21.288132, -157.833435)",2014
"102,413",Homeless,Closed,"Please, please do something about the homeless person at the Ala Wai Prominade and Ala Moana Blvd. He has been there for weeks. He's spray painted the walls, he has thrown his garbage on the sidewalks, he's had an open flame on the sidewalk to keep warm.",3/2/14 20:51,2/2/18 8:48,"(21.2875, -157.839981)",2014
"102,235",Homeless,Closed,Homeless camp is back. Been here over a week. Located behind 620 McCully near the American Legion building along Ala Wai. Trash everywhere. Also arguing loudly every night.,2/28/14 7:51,2/2/18 8:48,"(21.288763, -157.833115)",2014
"101,699",Homeless,Closed,Sleeping on bus stop bench..why do elderly people who pay taxes have to stand while homeless sleep?,2/22/14 19:02,2/2/18 8:49,"(21.281693, -157.82872)",2014
"101,690",Homeless,Closed,At the crosswalk makai side of kalakaua avenue24/7 Multiple itemsChairsShopping cartEtc,2/22/14 16:21,2/2/18 8:49,"(21.27771, -157.826828)",2014
"101,682",Homeless,Closed,Many items stored for a few weeks now,2/22/14 14:19,2/2/18 8:49,"(21.288574, -157.834839)",2014
"101,525",Homeless,Closed,Front of macysTrash bags chairsTwo people,2/20/14 21:00,2/2/18 8:49,"(21.277134, -157.826584)",2014
"101,461",Homeless,Closed,Private owned trailer parked and chained to public utility pole since last week. At intersection of 1200 Hala Dr and 1700 Pohaku St.,2/20/14 8:22,2/2/18 8:49,"(21.331163616, -157.863264327)",2014
"101,388",Homeless,Closed,Homeless under the bridge on Kam Hwy.,2/19/14 11:02,2/2/18 8:49,"(21.380646, -157.93959)",2014
"101,109",Homeless,Closed,In front of international market placeChairs bags etc daily afternoon 10 amTo night late,2/16/14 17:18,2/2/18 8:50,"(21.277155, -157.826691)",2014
"101,041",Homeless,Closed,"Tour bus parked for 2 consecutive weeks on public street. Abandoned?No PUC number, no safety check,",2/15/14 14:38,2/2/18 8:50,"(21.435137, -158.021133)",2014
"100,673",Homeless,Closed,Now taking halh the sidewalk @ Ala Wait Promenade &amp; Ala Moan a. It's a small city.,2/12/14 6:26,2/2/18 8:50,"(21.288329817, -157.840852217)",2014
"100,422",Homeless,Closed,To many illegal tents on the sidewalk,2/9/14 12:50,2/2/18 8:50,"(21.31609, -157.863708)",2014
"99,867",Homeless,Closed,A homeless man has made a fort on Ala Moana Blvd at the Ala Wai Canal. There is garbage all over and some white substance that he has poured on the sidewalk which is now running down the sidewalk (As you can see in the photo). He urinated in a Yuban coff,2/2/14 21:14,2/2/18 8:51,"(21.287395, -157.839981)",2014
"99,694",Homeless,Closed,Camp in front of ABC store has garbage and belongings strewn everywhere. Disgusting!,1/31/14 11:55,2/2/18 8:51,"(21.273378914, -157.823691893)",2014
"99,595",Homeless,Closed,This construction lift is being parked in a two street (Waikolu) off Royal Hawaiian Ave. it has been here for more than a week,1/30/14 11:19,12/8/15 13:25,"(21.280317, -157.828094)",2014
"99,590",Homeless,Closed,Every morning pigsty in front of burger king. Disgusting and unsanitary.,1/30/14 10:13,2/2/18 8:51,"(21.27336143, -157.823735783)",2014
"99,568",Homeless,Closed,Items stared within the bus stop at stop 424 by ala wai bridge on McCully St. And across the street under the bridge a little encampment that is also dump trash into the ala wai has taken hold.,1/30/14 7:19,2/2/18 8:51,"(21.288858, -157.832657)",2014
"99,510",Homeless,Closed,Homeless uses wall as clothesline.,1/29/14 12:07,2/2/18 8:51,"(21.273297422, -157.823656427)",2014
"99,263",Homeless,Closed,Pawaa Park homeless city getting bigger and they not moving.,1/27/14 4:03,2/2/18 8:52,"(21.297977, -157.838394)",2014
"99,012",Homeless,Closed,Walkway sidewalk blocked growing bigger every day,1/23/14 11:44,2/2/18 8:52,"(21.288242291, -157.840126834)",2014
"98,817",Homeless,Closed,New homeless setting up camp at the Ala Wai prominade at Ala Moana blvd. Also there graffitti on the walls.,1/21/14 11:10,2/2/18 8:53,"(21.288086, -157.840179)",2014
"98,704",Homeless,Closed,Junk left on a cart. And also rubbish and more junk along Rycroft St sidewalk and Elm St,1/20/14 5:22,2/2/18 8:53,"(21.298004, -157.844559)",2014
"98,629",Homeless,Closed,"There is a homeless encampment growing on the corner of Ala Wai Blvd and Kalakaua Ave. Second photo shows a man walking in the street because of them. As you can see in the photos, they have taken the whole corner and sidewalk. They are forcing pedestr",1/18/14 21:23,2/2/18 8:53,"(21.288458, -157.834641)",2014
"98,616",Homeless,Closed,The address is 1133 WAIMANU street in front of the electric company. Personal items are locked to telephone pole. At 0600 yesterday same items seen but with a tent covering and blocking side walk. This is a health and safety issue. Please address ASAP. T,1/18/14 14:36,2/2/18 8:53,"(21.308952, -157.826187)",2014
"98,615",Homeless,Closed,On waimanu street some as stored and locked to telephone pole personal items on the sidewalk. Yesterday at 0600 i saw the same items but it had a tent over it blocking the sidewalk and up against a car that was parked there. This needs to be addressed A,1/18/14 14:05,2/2/18 8:53,"(21.308952, -157.826187)",2014
"98,300",Homeless,Closed,Pile of discards keeps growing far in advance of bulky item pickup date. Sidewalk blocked by. Trash bins.,1/14/14 11:25,12/8/15 13:18,"(21.303818, -157.846008)",2014
"98,254",Homeless,Closed,Several DRUG DEALERS have made the sidewalk fromting the parks entrance on isenberg street theri new home. They have been dealing drugs dirrectly from their makeshift tent for months now! This is not safe with the many elderly residents utilizing the par,1/13/14 23:57,2/2/18 8:54,"(21.291752, -157.826279)",2014
"98,176",Homeless,Closed,Several DRUG DEALERS are making the sidewalk fromting the parks entrance on isenberg street their home. Their tent and other belongings are taking up most of the wlakway frocing pedestrians to walk onto the street. These DRUG DEALERS were chased out back,1/13/14 7:46,2/1/18 16:10,"(21.291662, -157.826248)",2014
"98,115",Homeless,Closed,Homeless illegally living and storing garbage under keeaumoku bridge,1/12/14 13:53,,"(21.302145, -157.838593)",2014
"98,069",Homeless,Closed,Thanks for removing all the homeless people and their rubbish... And giving us back a sidewalk! But as you can see theyre back already! Can it be nipped in the bud?,1/11/14 19:24,2/1/18 16:10,"(21.315811, -157.866226)",2014
"97,711",Homeless,Closed,"Homeless people are making the sidewalk their home, fronting the isenberg entrance to the park next to the old bowling alley. Not only are they taking up the entire sidewalk area for residents to use; but they are dealing drugs from their grey tent. On s",1/7/14 23:28,2/1/18 16:10,"(21.291679, -157.826279)",2014
"97,445",Homeless,Closed,Permanent tents and storage in area of Pawaa Park and sidewalks,1/5/14 4:37,2/1/18 16:09,"(21.298092, -157.838623)",2014
"97,100",Homeless,Closed,Often blocking side walks. Strong smell of urine.,12/30/13 13:28,9/28/17 9:19,"(21.291756, -157.82605)",2013
"96,360",Homeless,Closed,The homeless people are coming back to the old Stadium Park. Once again they are storing their tents and other belongings along side the sidewalk blocking the entrance. This is the entrance on isenberg street next to the old bowling alley. The tents and,12/20/13 0:18,9/29/17 9:35,"(21.291706, -157.826279)",2013
"96,231",Homeless,Closed,"Group of regular offenders, panhandling and person sleeping blocking the sidewalk. 2nd complaint filed on 311. Businesses call NE 911 but usually no one shows up. Same people panhandle around corner on Paokalani where tourists wait for buses. This has b",12/18/13 8:01,9/29/17 9:36,"(21.271779086, -157.822729066)",2013
"96,226",Homeless,Closed,Thank you!!! The corner is wonderfully clear of signs and protestors.,12/18/13 7:46,9/29/17 9:36,"(21.303717, -157.849258)",2013
"95,875",Homeless,Closed,"3346 Kanaina Av. Trash, junk, smashed cars, possible hazmat gas cylinders. Front full of junk.",12/14/13 9:09,9/29/17 9:41,"(21.274475, -157.814407)",2013
"95,828",Homeless,Closed,At Ala Wai &amp; Ala Moana,12/13/13 14:03,9/29/17 9:41,"(21.30895, -157.826182)",2013
"95,715",Homeless,Closed,Another person has made a residence fronting the HECO vault on Aala St.,12/12/13 8:50,9/29/17 9:44,"(21.315681, -157.862244)",2013
"95,476",Homeless,Closed,3336 Mooheau St. House appears unoccupied with junk in yard for about 6 months,12/9/13 8:46,9/29/17 9:46,"(21.280045, -157.810715)",2013
"95,449",Homeless,Closed,About the tenth time I've reported this outrage. How can we use other sidewalk when vagrants have established a town on the other side of the street and the sidewalk is longer is visible? We all have to take our chances in the traffic lane...,12/8/13 18:00,9/29/17 9:49,"(21.315752, -157.865936)",2013
"95,176",Homeless,Closed,Why are the homeless allowed to sleep and setup camp on the Mall at night when the it should be off limits. (Mall close between 22:00-05:00 nightly)This is the reason why you have fights. Just like last night.,12/4/13 9:38,9/29/17 10:01,"(21.315279517, -157.8611664)",2013
