coc_code,state_code,coc_name,coc_total_population_zillow_2017,pit_count_from_2017_zillow_2017,estimated_homeless_rate_percent_zillow_2017,zri_as_percent_of_median_income_zillow_2017,percent_of_coc_living_in_extreme_poverty_zillow_2017,coc_category,pit_overall_homeless_2017,pit_sheltered_es_homeless_2017,pit_sheltered_th_homeless_2017,pit_sheltered_sh_homeless_2017,pit_sheltered_total_homeless_2017,pit_unsheltered_homeless_2017,pit_homeless_individuals_2017,pit_sheltered_es_homeless_individuals_2017,pit_sheltered_th_homeless_individuals_2017,pit_sheltered_sh_homeless_individuals_2017,pit_sheltered_total_homeless_individuals_2017,pit_unsheltered_homeless_individuals_2017,pit_homeless_people_in_families_2017,pit_sheltered_es_homeless_people_in_families_2017,pit_sheltered_th_homeless_people_in_families_2017,pit_sheltered_total_homeless_people_in_families_2017,pit_unsheltered_homeless_people_in_families_2017,pit_homeless_family_households_2017,pit_sheltered_es_homeless_family_households_2017,pit_sheltered_th_homeless_family_households_2017,pit_sheltered_total_homeless_family_households_2017,pit_unsheltered_homeless_family_households_2017,pit_chronically_homeless_2017,pit_sheltered_es_chronically_homeless_2017,pit_sheltered_sh_chronically_homeless_2017,pit_sheltered_total_chronically_homeless_2017,pit_unsheltered_chronically_homeless_2017,pit_chronically_homeless_individuals_2017,pit_sheltered_es_chronically_homeless_individuals_2017,pit_sheltered_sh_chronically_homeless_individuals_2017,pit_sheltered_total_chronically_homeless_individuals_2017,pit_unsheltered_chronically_homeless_individuals_2017,pit_chronically_homeless_people_in_families_2017,pit_sheltered_es_chronically_homeless_people_in_families_2017,pit_sheltered_total_chronically_homeless_people_in_families_2017,pit_unsheltered_chronically_homeless_people_in_families_2017,pit_homeless_veterans_2017,pit_sheltered_es_homeless_veterans_2017,pit_sheltered_th_homeless_veterans_2017,pit_sheltered_sh_homeless_veterans_2017,pit_sheltered_total_homeless_veterans_2017,pit_unsheltered_homeless_veterans_2017,pit_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_es_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_th_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_sh_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_total_homeless_unaccompanied_youth_under_25_2017,pit_unsheltered_homeless_unaccompanied_youth_under_25_2017,pit_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_es_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_th_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_sh_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_total_homeless_unaccompanied_youth_under_18_2017,pit_unsheltered_homeless_unaccompanied_youth_under_18_2017,pit_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_es_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_th_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_sh_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_total_homeless_unaccompanied_youth_age_18_24_2017,pit_unsheltered_homeless_unaccompanied_youth_age_18_24_2017,pit_homeless_parenting_youth_under_25_2017,pit_sheltered_es_homeless_parenting_youth_under_25_2017,pit_sheltered_th_homeless_parenting_youth_under_25_2017,pit_sheltered_total_homeless_parenting_youth_under_25_2017,pit_unsheltered_homeless_parenting_youth_under_25_2017,pit_homeless_parenting_youth_under_18_2017,pit_sheltered_es_homeless_parenting_youth_under_18_2017,pit_sheltered_th_homeless_parenting_youth_under_18_2017,pit_sheltered_total_homeless_parenting_youth_under_18_2017,pit_unsheltered_homeless_parenting_youth_under_18_2017,pit_homeless_parenting_youth_age_18_24_2017,pit_sheltered_es_homeless_parenting_youth_age_18_24_2017,pit_sheltered_th_homeless_parenting_youth_age_18_24_2017,pit_sheltered_total_homeless_parenting_youth_age_18_24_2017,pit_unsheltered_homeless_parenting_youth_age_18_24_2017,pit_homeless_children_of_parenting_youth_2017,pit_sheltered_es_homeless_children_of_parenting_youth_2017,pit_sheltered_th_homeless_children_of_parenting_youth_2017,pit_sheltered_total_homeless_children_of_parenting_youth_2017,pit_unsheltered_homeless_children_of_parenting_youth_2017,cluster_number_zillow_2017,cluster_location,cluster_description
ne-500,ne,nebraska balance of state coc,894615,506,0.07,25.72471216,4.669422654,rural cocs,506,300,192,0,492,14,276,185,77,0,262,14,230,115,115,230,0,72,37,35,72,0,10,7,0,7,3,10,7,0,7,3,0,0,0,0,17,14,2,0,16,1,54,26,27,0,53,1,7,4,3,0,7,0,47,22,24,0,46,1,16,2,14,16,0,0,0,0,0,0,16,2,14,16,0,15,2,13,15,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ne-501,ne,omaha/council bluffs coc,817762,1389,0.18,23.87815695,4.814498776,major cities,1389,972,360,0,1332,57,1037,749,231,0,980,57,352,223,129,352,0,134,71,63,134,0,290,252,0,252,38,276,238,0,238,38,14,14,14,0,104,53,50,0,103,1,68,40,19,0,59,9,0,0,0,0,0,0,68,40,19,0,59,9,22,4,18,22,0,0,0,0,0,0,22,4,18,22,0,22,4,18,22,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ne-502,ne,lincoln coc,253363,606,0.27,30.58493735,6.876491117,other urban cocs,606,336,221,0,557,49,385,229,107,0,336,49,221,107,114,221,0,60,33,27,60,0,75,40,0,40,35,75,40,0,40,35,0,0,0,0,53,23,30,0,53,0,42,20,19,0,39,3,4,3,1,0,4,0,38,17,18,0,35,3,16,4,12,16,0,0,0,0,0,0,16,4,12,16,0,23,6,17,23,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nh-500,nh,new hampshire balance of state coc,924881,767,0.09,26.68706104,3.356722928,rural cocs,767,503,154,0,657,110,424,292,50,0,342,82,343,211,104,315,28,114,69,31,100,14,106,50,0,50,56,69,26,0,26,43,37,24,24,13,37,23,6,0,29,8,40,23,9,0,32,8,0,0,0,0,0,0,40,23,9,0,32,8,13,5,5,10,3,0,0,0,0,0,13,5,5,10,3,22,12,7,19,3,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
nh-501,nh,manchester coc,110323,394,0.41,33.92344437,5.338628069,other urban cocs,394,154,184,4,342,52,192,100,44,4,148,44,202,54,140,194,8,78,20,55,75,3,18,5,4,9,9,18,5,4,9,9,0,0,0,0,33,5,24,1,30,3,21,3,12,0,15,6,0,0,0,0,0,0,21,3,12,0,15,6,17,4,11,15,2,0,0,0,0,0,17,4,11,15,2,23,6,12,18,5,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nh-502,nh,nashua/hillsborough county coc,295601,295,0.11,26.78196911,2.787100574,suburban cocs,295,107,171,5,283,12,160,83,60,5,148,12,135,24,111,135,0,46,7,39,46,0,13,2,1,3,10,13,2,1,3,10,0,0,0,0,54,0,54,0,54,0,15,9,6,0,15,0,0,0,0,0,0,0,15,9,6,0,15,0,6,1,5,6,0,0,0,0,0,0,6,1,5,6,0,6,1,5,6,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
nj-500,nj,atlantic city & county coc,272676,422,0.18,32.99271677,6.379647736,suburban cocs,422,275,38,0,313,109,382,235,38,0,273,109,40,40,0,40,0,15,15,0,15,0,104,57,0,57,47,104,57,0,57,47,0,0,0,0,56,13,38,0,51,5,32,31,0,0,31,1,0,0,0,0,0,0,32,31,0,0,31,1,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nj-501,nj,bergen county coc,934290,302,0.04,30.54057391,3.728802022,suburban cocs,302,118,179,0,297,5,182,103,74,0,177,5,120,15,105,120,0,35,5,30,35,0,3,1,0,1,2,3,1,0,1,2,0,0,0,0,16,7,8,0,15,1,32,15,17,0,32,0,8,7,1,0,8,0,24,8,16,0,24,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,2,0,2,2,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
nj-502,nj,burlington county coc,449916,604,0.15,24.59187986,3.413605161,suburban cocs,604,508,52,0,560,44,330,263,23,0,286,44,274,245,29,274,0,84,76,8,84,0,109,92,0,92,17,82,65,0,65,17,27,27,27,0,17,7,0,0,7,10,33,28,3,0,31,2,4,3,0,0,3,1,29,25,3,0,28,1,16,15,1,16,0,0,0,0,0,0,16,15,1,16,0,21,20,1,21,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nj-503,nj,"camden city/camden, cumberland, gloucester, cape may counties coc",1052022,938,0.1,29.851786,5.818839889,suburban cocs,938,621,190,0,811,127,629,345,157,0,502,127,309,276,33,309,0,98,89,9,98,0,85,51,0,51,34,72,38,0,38,34,13,13,13,0,146,17,119,0,136,10,37,16,17,0,33,4,0,0,0,0,0,0,37,16,17,0,33,4,24,22,2,24,0,0,0,0,0,0,24,22,2,24,0,37,34,3,37,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nj-504,nj,newark/essex county coc,793563,2048,0.28,35.11655105,7.751885387,suburban cocs,2048,1135,485,0,1620,428,1253,612,220,0,832,421,795,523,265,788,7,272,167,102,269,3,181,86,0,86,95,174,83,0,83,91,7,3,3,4,52,22,12,0,34,18,140,90,30,0,120,20,12,4,8,0,12,0,128,86,22,0,108,20,72,28,44,72,0,0,0,0,0,0,72,28,44,72,0,81,34,47,81,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nj-506,nj,jersey city/bayonne/hudson county coc,674433,822,0.13,41.58247917,7.374692228,suburban cocs,822,608,30,0,638,184,668,461,23,0,484,184,154,147,7,154,0,58,56,2,58,0,174,103,0,103,71,167,96,0,96,71,7,7,7,0,27,19,0,0,19,8,37,20,2,0,22,15,0,0,0,0,0,0,37,20,2,0,22,15,12,12,0,12,0,0,0,0,0,0,12,12,0,12,0,19,19,0,19,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nj-507,nj,new brunswick/middlesex county coc,833404,546,0.07,29.14638272,4.348589562,suburban cocs,546,383,38,0,421,125,318,172,21,0,193,125,228,211,17,228,0,73,67,6,73,0,69,37,0,37,32,55,23,0,23,32,14,14,14,0,19,10,1,0,11,8,22,16,1,0,17,5,0,0,0,0,0,0,22,16,1,0,17,5,17,16,1,17,0,0,0,0,0,0,17,16,1,17,0,25,24,1,25,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
nj-508,nj,monmouth county coc,625879,299,0.05,28.23022331,3.506789277,suburban cocs,299,124,131,0,255,44,144,76,24,0,100,44,155,48,107,155,0,49,15,34,49,0,44,29,0,29,15,38,23,0,23,15,6,6,6,0,16,6,3,0,9,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,8,4,4,8,0,0,0,0,0,0,8,4,4,8,0,16,8,8,16,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
nj-509,nj,morris county coc,498238,378,0.09,27.99712843,2.111482855,suburban cocs,378,206,123,22,351,27,223,103,71,22,196,27,155,103,52,155,0,52,32,20,52,0,71,47,10,57,14,44,20,10,30,14,27,27,27,0,11,5,4,0,9,2,17,4,10,3,17,0,0,0,0,0,0,0,17,4,10,3,17,0,6,5,1,6,0,0,0,0,0,0,6,5,1,6,0,6,5,1,6,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
nj-510,nj,lakewood township/ocean county coc,588882,224,0.04,31.4769113,4.671482536,suburban cocs,224,122,59,0,181,43,119,59,17,0,76,43,105,63,42,105,0,34,21,13,34,0,24,8,0,8,16,22,6,0,6,16,2,2,2,0,6,1,0,0,1,5,23,11,11,0,22,1,11,7,4,0,11,0,12,4,7,0,11,1,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,4,4,0,4,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
nj-511,nj,paterson/passaic county coc,506834,449,0.1,33.65086983,7.183645183,suburban cocs,449,327,33,0,360,89,249,150,14,0,164,85,200,177,19,196,4,63,55,7,62,1,58,36,0,36,22,54,32,0,32,22,4,4,4,0,12,7,0,0,7,5,25,16,7,0,23,2,2,0,2,0,2,0,23,16,5,0,21,2,19,18,1,19,0,0,0,0,0,0,19,18,1,19,0,33,32,1,33,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nj-513,nj,somerset county coc,332768,244,0.08,26.21433273,2.211476123,suburban cocs,244,66,173,0,239,5,176,27,144,0,171,5,68,39,29,68,0,23,12,11,23,0,3,1,0,1,2,3,1,0,1,2,0,0,0,0,100,2,98,0,100,0,29,7,22,0,29,0,7,5,2,0,7,0,22,2,20,0,22,0,7,4,3,7,0,0,0,0,0,0,7,4,3,7,0,11,6,5,11,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
nj-514,nj,trenton/mercer county coc,371990,478,0.15,26.59057016,4.991230238,suburban cocs,478,305,89,0,394,84,356,198,77,0,275,81,122,107,12,119,3,40,35,4,39,1,69,48,0,48,21,66,45,0,45,21,3,3,3,0,20,11,1,0,12,8,37,13,19,0,32,5,5,5,0,0,5,0,32,8,19,0,27,5,14,14,0,14,0,0,0,0,0,0,14,14,0,14,0,16,16,0,16,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nj-515,nj,elizabeth/union county coc,552128,480,0.09,31.12975265,4.703553867,suburban cocs,480,294,131,0,425,55,205,145,10,0,155,50,275,149,121,270,5,91,48,41,89,2,43,25,0,25,18,43,25,0,25,18,0,0,0,0,3,3,0,0,3,0,16,12,1,0,13,3,4,4,0,0,4,0,12,8,1,0,9,3,23,4,19,23,0,0,0,0,0,0,23,4,19,23,0,25,5,20,25,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nj-516,nj,"warren, sussex, hunterdon counties coc",375588,286,0.08,23.20014036,2.630229266,suburban cocs,286,168,76,0,244,42,191,94,55,0,149,42,95,74,21,95,0,29,23,6,29,0,32,21,0,21,11,28,17,0,17,11,4,4,4,0,82,34,46,0,80,2,11,10,0,0,10,1,0,0,0,0,0,0,11,10,0,0,10,1,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
nm-500,nm,albuquerque coc,526332,1318,0.32,28.73317029,7.752482453,major cities,1318,706,228,0,934,384,1104,573,163,0,736,368,214,133,65,198,16,61,35,21,56,5,379,209,0,209,170,344,183,0,183,161,35,26,26,9,163,52,70,0,122,41,107,57,24,0,81,26,39,32,6,0,38,1,68,25,18,0,43,25,8,5,3,8,0,0,0,0,0,0,8,5,3,8,0,12,8,4,12,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nm-501,nm,new mexico balance of state coc,1554889,1164,0.09,29.47021775,9.704550512,rural cocs,1164,548,204,0,752,412,761,356,55,0,411,350,403,192,149,341,62,130,63,45,108,22,435,254,0,254,181,368,202,0,202,166,67,52,52,15,85,13,0,0,13,72,74,25,32,0,57,17,39,15,24,0,39,0,35,10,8,0,18,17,6,2,4,6,0,1,1,0,1,0,5,1,4,5,0,7,2,5,7,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nv-500,nv,las vegas/clark county coc,2104734,6490,0.36,26.89159458,6.498764483,major cities,6490,1635,482,20,2137,4353,6190,1414,411,20,1845,4345,300,221,71,292,8,111,81,27,108,3,446,74,12,86,360,440,72,12,84,356,6,2,2,4,691,116,251,0,367,324,2052,68,84,0,152,1900,256,17,1,0,18,238,1796,51,83,0,134,1662,22,9,9,18,4,1,0,1,1,0,21,9,8,17,4,22,10,10,20,2,3,"west coast, east coast large metropolitan areas","high homeless rates, high housing costs"
nv-501,nv,reno/sparks/washoe county coc,444809,1106,0.29,29.90125035,6.854238557,other urban cocs,1106,550,476,0,1026,80,911,438,393,0,831,80,195,112,83,195,0,55,32,23,55,0,38,29,0,29,9,38,29,0,29,9,0,0,0,0,125,46,75,0,121,4,98,23,57,0,80,18,5,5,0,0,5,0,93,18,57,0,75,18,6,6,0,6,0,0,0,0,0,0,6,6,0,6,0,12,12,0,12,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
nv-502,nv,nevada balance of state coc,330165,237,0.1,26.50833057,6.494546105,rural cocs,237,85,7,0,92,145,180,38,7,0,45,135,57,47,0,47,10,20,16,0,16,4,28,8,0,8,20,24,8,0,8,16,4,0,0,4,16,4,0,0,4,12,16,2,1,0,3,13,1,0,0,0,0,1,15,2,1,0,3,12,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ny-500,ny,rochester/irondequoit/greece/monroe county coc,749116,817,0.11,27.90001199,7.092604885,suburban cocs,817,613,128,11,752,65,510,338,96,11,445,65,307,275,32,307,0,99,87,12,99,0,184,131,6,137,47,184,131,6,137,47,0,0,0,0,63,13,40,3,56,7,112,85,19,1,105,7,14,8,5,0,13,1,98,77,14,1,92,6,28,24,4,28,0,0,0,0,0,0,28,24,4,28,0,38,34,4,38,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ny-501,ny,"elmira/steuben, allegany, livingston, chemung, schuyler counties coc",314889,226,0.08,30.73243793,6.792152137,rural cocs,226,112,77,0,189,37,120,64,26,0,90,30,106,48,51,99,7,31,15,14,29,2,6,1,0,1,5,6,1,0,1,5,0,0,0,0,9,4,3,0,7,2,11,10,1,0,11,0,0,0,0,0,0,0,11,10,1,0,11,0,3,1,2,3,0,0,0,0,0,0,3,1,2,3,0,7,1,6,7,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ny-503,ny,albany city & county coc,308319,802,0.28,31.24281046,6.378451715,suburban cocs,802,644,133,0,777,25,515,392,98,0,490,25,287,252,35,287,0,102,86,16,102,0,82,63,0,63,19,82,63,0,63,19,0,0,0,0,86,50,34,0,84,2,42,21,20,0,41,1,7,2,5,0,7,0,35,19,15,0,34,1,24,15,9,24,0,2,0,2,2,0,22,15,7,22,0,29,17,12,29,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ny-504,ny,cattaragus county coc,78050,34,0.06,33.45314726,5.885317096,rural cocs,34,34,0,0,34,0,24,24,0,0,24,0,10,10,0,10,0,4,4,0,4,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,2,2,0,0,2,0,7,7,0,0,7,0,0,0,0,0,0,0,7,7,0,0,7,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ny-505,ny,"syracuse, auburn/onondaga, oswego, cayuga counties coc",666032,798,0.13,28.06327847,7.430199371,suburban cocs,798,532,238,0,770,28,581,388,170,0,558,23,217,144,68,212,5,77,49,27,76,1,43,42,0,42,1,43,42,0,42,1,0,0,0,0,49,21,27,0,48,1,79,54,22,0,76,3,9,7,2,0,9,0,70,47,20,0,67,3,31,8,23,31,0,8,0,8,8,0,23,8,15,23,0,35,10,25,35,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ny-507,ny,schenectady city & county coc,154894,274,0.19,26.83851274,5.578507498,suburban cocs,274,217,34,0,251,23,171,137,11,0,148,23,103,80,23,103,0,35,25,10,35,0,15,12,0,12,3,12,9,0,9,3,3,3,3,0,11,10,1,0,11,0,21,17,1,0,18,3,1,1,0,0,1,0,20,16,1,0,17,3,10,8,2,10,0,0,0,0,0,0,10,8,2,10,0,15,12,3,15,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ny-508,ny,"buffalo, niagara falls/erie, niagara, orleans, genesee, wyoming counties coc",1272364,925,0.08,28.53442611,6.369764174,suburban cocs,925,565,327,15,907,18,595,406,156,15,577,18,330,159,171,330,0,110,53,57,110,0,24,12,9,21,3,24,12,9,21,3,0,0,0,0,91,30,57,2,89,2,70,49,21,0,70,0,13,9,4,0,13,0,57,40,17,0,57,0,25,10,15,25,0,0,0,0,0,0,25,10,15,25,0,37,10,27,37,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ny-510,ny,ithaca/tompkins county coc,104681,73,0.08,37.51107253,13.37594801,rural cocs,73,31,22,0,53,20,54,19,15,0,34,20,19,12,7,19,0,7,4,3,7,0,5,0,0,0,5,5,0,0,0,5,0,0,0,0,1,1,0,0,1,0,15,4,11,0,15,0,0,0,0,0,0,0,15,4,11,0,15,0,6,2,4,6,0,0,0,0,0,0,6,2,4,6,0,5,2,3,5,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ny-511,ny,"binghamton, union/broome, otsego, chenango, delaware, cortland, tioga counties c",449792,308,0.07,32.18009334,6.596081047,rural cocs,308,92,154,0,246,62,271,61,150,0,211,60,37,31,4,35,2,10,7,2,9,1,5,1,0,1,4,5,1,0,1,4,0,0,0,0,13,4,9,0,13,0,37,12,25,0,37,0,8,1,7,0,8,0,29,11,18,0,29,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ny-512,ny,troy/rensselaer county coc,160018,194,0.14,24.7374979,5.890992969,suburban cocs,194,140,35,0,175,19,102,73,10,0,83,19,92,67,25,92,0,30,20,10,30,0,18,17,0,17,1,10,9,0,9,1,8,8,8,0,8,6,0,0,6,2,22,19,1,0,20,2,1,0,1,0,1,0,21,19,0,0,19,2,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ny-513,ny,"wayne, ontario, seneca, yates counties coc",260993,337,0.13,31.05246281,4.977558294,rural cocs,337,147,167,12,326,11,254,64,167,12,243,11,83,83,0,83,0,33,33,0,33,0,29,13,12,25,4,27,11,12,23,4,2,2,2,0,31,2,17,12,31,0,30,12,17,0,29,1,0,0,0,0,0,0,30,12,17,0,29,1,5,5,0,5,0,0,0,0,0,0,5,5,0,5,0,5,5,0,5,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ny-514,ny,jamestown/dunkirk/chautauqua county coc,130850,83,0.07,24.43816269,7.748371608,rural cocs,83,11,69,0,80,3,41,8,30,0,38,3,42,3,39,42,0,14,1,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,19,4,15,0,19,0,5,2,3,0,5,0,14,2,12,0,14,0,2,0,2,2,0,0,0,0,0,0,2,0,2,2,0,1,0,1,1,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ny-516,ny,clinton county coc,81325,126,0.17,35.48676668,8.420424601,rural cocs,126,125,0,0,125,1,73,72,0,0,72,1,53,53,0,53,0,16,16,0,16,0,8,7,0,7,1,8,7,0,7,1,0,0,0,0,4,4,0,0,4,0,2,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,2,0,4,4,0,4,0,0,0,0,0,0,4,4,0,4,0,3,3,0,3,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ny-518,ny,"utica/rome/oneida, madison counties coc",306907,162,0.06,30.70027386,7.387104779,rural cocs,162,75,71,0,146,16,86,63,14,0,77,9,76,12,57,69,7,25,4,19,23,2,8,6,0,6,2,8,6,0,6,2,0,0,0,0,0,0,0,0,0,0,12,9,3,0,12,0,0,0,0,0,0,0,12,9,3,0,12,0,13,1,11,12,1,1,0,1,1,0,12,1,10,11,1,15,1,13,14,1,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ny-519,ny,columbia/greene county coc,109351,144,0.14,36.01416648,6.365247561,rural cocs,144,135,6,0,141,3,72,68,1,0,69,3,72,67,5,72,0,23,21,2,23,0,15,14,0,14,1,8,7,0,7,1,7,7,7,0,4,4,0,0,4,0,11,11,0,0,11,0,3,3,0,0,3,0,8,8,0,0,8,0,8,8,0,8,0,0,0,0,0,0,8,8,0,8,0,7,7,0,7,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ny-520,ny,franklin county coc,89018,28,0.04,33.70154385,8.027696246,rural cocs,28,27,0,0,27,1,21,20,0,0,20,1,7,7,0,7,0,3,3,0,3,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,5,4,0,0,4,1,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ny-522,ny,jefferson/lewis/st. lawrence counties coc,255122,169,0.07,31.38050956,7.21204196,rural cocs,169,74,60,0,134,35,129,52,57,0,109,20,40,22,3,25,15,15,9,1,10,5,12,1,0,1,11,9,1,0,1,8,3,0,0,3,12,3,6,0,9,3,16,7,6,0,13,3,0,0,0,0,0,0,16,7,6,0,13,3,3,1,0,1,2,0,0,0,0,0,3,1,0,1,2,3,1,0,1,2,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ny-523,ny,"glens falls/saratoga springs/saratoga, washington, warren, hamilton counties coc",357590,247,0.08,30.91848197,3.07427929,suburban cocs,247,213,26,0,239,8,175,150,20,0,170,5,72,63,6,69,3,27,23,3,26,1,12,11,0,11,1,12,11,0,11,1,0,0,0,0,28,9,19,0,28,0,23,22,1,0,23,0,4,4,0,0,4,0,19,18,1,0,19,0,5,2,3,5,0,0,0,0,0,0,5,2,3,5,0,5,2,3,5,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs"
ny-600,ny,new york city coc,8497179,76501,0.96,48.19331852,8.622000266,major cities,76501,69605,2923,37,72565,3936,31124,24442,2709,37,27188,3936,45377,45163,214,45377,0,14245,14162,83,14245,0,5755,3928,27,3955,1800,4401,2574,27,2601,1800,1354,1354,1354,0,535,317,153,37,507,28,2003,1394,344,0,1738,265,5,0,0,0,0,5,1998,1394,344,0,1738,260,2525,2487,38,2525,0,0,0,0,0,0,2525,2487,38,2525,0,2723,2680,43,2723,0,3,"west coast, east coast large metropolitan areas","high homeless rates, high housing costs"
ny-601,ny,poughkeepsie/dutchess county coc,294882,388,0.14,31.97348338,3.993079068,suburban cocs,388,206,173,0,379,9,207,100,98,0,198,9,181,106,75,181,0,58,33,25,58,0,6,6,0,6,0,6,6,0,6,0,0,0,0,0,8,4,3,0,7,1,30,15,12,0,27,3,5,5,0,0,5,0,25,10,12,0,22,3,4,2,2,4,0,0,0,0,0,0,4,2,2,4,0,6,2,4,6,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ny-602,ny,newburgh/middletown/orange county coc,377100,350,0.11,29.80973897,5.361521478,suburban cocs,350,271,49,0,320,30,186,146,10,0,156,30,164,125,39,164,0,55,41,14,55,0,17,11,0,11,6,17,11,0,11,6,0,0,0,0,2,1,0,0,1,1,25,23,1,0,24,1,6,6,0,0,6,0,19,17,1,0,18,1,7,7,0,7,0,0,0,0,0,0,7,7,0,7,0,8,8,0,8,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
ny-603,ny,"nassau, suffolk counties/babylon/islip/ huntington coc",2853877,3937,0.15,43.5335074,3.118816814,suburban cocs,3937,3675,198,0,3873,64,994,804,126,0,930,64,2943,2871,72,2943,0,793,770,23,793,0,141,121,0,121,20,67,47,0,47,20,74,74,74,0,141,75,63,0,138,3,118,105,10,0,115,3,4,4,0,0,4,0,114,101,10,0,111,3,219,209,10,219,0,0,0,0,0,0,219,209,10,219,0,306,292,14,306,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs"
